name,type,value,shield,boost,overheat,backLabel,evolve,storyMechanic,modify,effectText,flavorText,category,tier,box,deck,cardNum,boxCode,cardCode,release
Aurora,Spell,5,,,,,,,,"While prepped, once per turn during your main phase, you may gain 1 charge.
Cast: Deal 3 damage.","It is only natural that they question my being here. But let my answer be written in fire. - Yan Magda, Enlightened Exile",,,War Eternal,,136,W-,W-136,5
Aurora,Spell,5,,,,,,,,"While prepped, once per turn during your main phase, you may gain 1 charge.
Cast: Deal 3 damage.","It is only natural that they question my being here. But let my answer be written in fire. - Yan Magda, Enlightened Exile",,,War Eternal,,137,W-,W-137,5
Aurora,Spell,5,,,,,,,,"While prepped, once per turn during your main phase, you may gain 1 charge.
Cast: Deal 3 damage.","It is only natural that they question my being here. But let my answer be written in fire. - Yan Magda, Enlightened Exile",,,War Eternal,,138,W-,W-138,5
Aurora,Spell,5,,,,,,,,"While prepped, once per turn during your main phase, you may gain 1 charge.
Cast: Deal 3 damage.","It is only natural that they question my being here. But let my answer be written in fire. - Yan Magda, Enlightened Exile",,,War Eternal,,139,W-,W-139,5
Carbonize,Spell,4,,,,,,,,Cast: Deal 3 damage. Reveal the top card of the turn order deck. You may place that card on the bottom of the turn order deck.,,,,War Eternal,,140,W-,W-140,5
Carbonize,Spell,4,,,,,,,,Cast: Deal 3 damage. Reveal the top card of the turn order deck. You may place that card on the bottom of the turn order deck.,,,,War Eternal,,141,W-,W-141,5
Carbonize,Spell,4,,,,,,,,Cast: Deal 3 damage. Reveal the top card of the turn order deck. You may place that card on the bottom of the turn order deck.,,,,War Eternal,,142,W-,W-142,5
Carbonize,Spell,4,,,,,,,,Cast: Deal 3 damage. Reveal the top card of the turn order deck. You may place that card on the bottom of the turn order deck.,,,,War Eternal,,143,W-,W-143,5
Carbonize,Spell,4,,,,,,,,Cast: Deal 3 damage. Reveal the top card of the turn order deck. You may place that card on the bottom of the turn order deck.,,,,War Eternal,,144,W-,W-144,5
Conjure the Lost,Spell,6,,,,,,,,"Cast: Deal 5 damage. You may destroy this. If you do, Gravehold gains 4 life.","We would all gladly give our lives for Gravehold to live but another day. - Indira, Breach Apprentice",,,War Eternal,,145,W-,W-145,5
Conjure the Lost,Spell,6,,,,,,,,"Cast: Deal 5 damage. You may destroy this. If you do, Gravehold gains 4 life.","We would all gladly give our lives for Gravehold to live but another day. - Indira, Breach Apprentice",,,War Eternal,,146,W-,W-146,5
Conjure the Lost,Spell,6,,,,,,,,"Cast: Deal 5 damage. You may destroy this. If you do, Gravehold gains 4 life.","We would all gladly give our lives for Gravehold to live but another day. - Indira, Breach Apprentice",,,War Eternal,,147,W-,W-147,5
Conjure the Lost,Spell,6,,,,,,,,"Cast: Deal 5 damage. You may destroy this. If you do, Gravehold gains 4 life.","We would all gladly give our lives for Gravehold to live but another day. - Indira, Breach Apprentice",,,War Eternal,,148,W-,W-148,5
Conjure the Lost,Spell,6,,,,,,,,"Cast: Deal 5 damage. You may destroy this. If you do, Gravehold gains 4 life.","We would all gladly give our lives for Gravehold to live but another day. - Indira, Breach Apprentice",,,War Eternal,,149,W-,W-149,5
Celestial Spire,Spell,5,,,,,,,,"Cast: Deal 3 damage. If this card's supply pile is empty, any ally draws a card.","The spires are beacons in the spaces in between. - Mist, Voidwalker",,,War Eternal,,150,W-,W-150,5
Celestial Spire,Spell,5,,,,,,,,"Cast: Deal 3 damage. If this card's supply pile is empty, any ally draws a card.","The spires are beacons in the spaces in between. - Mist, Voidwalker",,,War Eternal,,151,W-,W-151,5
Celestial Spire,Spell,5,,,,,,,,"Cast: Deal 3 damage. If this card's supply pile is empty, any ally draws a card.","The spires are beacons in the spaces in between. - Mist, Voidwalker",,,War Eternal,,152,W-,W-152,5
Celestial Spire,Spell,5,,,,,,,,"Cast: Deal 3 damage. If this card's supply pile is empty, any ally draws a card.","The spires are beacons in the spaces in between. - Mist, Voidwalker",,,War Eternal,,153,W-,W-153,5
Celestial Spire,Spell,5,,,,,,,,"Cast: Deal 3 damage. If this card's supply pile is empty, any ally draws a card.","The spires are beacons in the spaces in between. - Mist, Voidwalker",,,War Eternal,,154,W-,W-154,5
Convection Field,Spell,5,,,,,,,,"Cast: Deal 4 damage.
OR
Cast: Deal 2 damage. Any ally may destroy a card in hand.","Much to Ulgimor's dismay, no shadow would be cast without the coward Ohat. - Nerva, Survivor",,,War Eternal,,155,W-,W-155,5
Convection Field,Spell,5,,,,,,,,"Cast: Deal 4 damage.
OR
Cast: Deal 2 damage. Any ally may destroy a card in hand.","Much to Ulgimor's dismay, no shadow would be cast without the coward Ohat. - Nerva, Survivor",,,War Eternal,,156,W-,W-156,5
Convection Field,Spell,5,,,,,,,,"Cast: Deal 4 damage.
OR
Cast: Deal 2 damage. Any ally may destroy a card in hand.","Much to Ulgimor's dismay, no shadow would be cast without the coward Ohat. - Nerva, Survivor",,,War Eternal,,157,W-,W-157,5
Convection Field,Spell,5,,,,,,,,"Cast: Deal 4 damage.
OR
Cast: Deal 2 damage. Any ally may destroy a card in hand.","Much to Ulgimor's dismay, no shadow would be cast without the coward Ohat. - Nerva, Survivor",,,War Eternal,,158,W-,W-158,5
Convection Field,Spell,5,,,,,,,,"Cast: Deal 4 damage.
OR
Cast: Deal 2 damage. Any ally may destroy a card in hand.","Much to Ulgimor's dismay, no shadow would be cast without the coward Ohat. - Nerva, Survivor",,,War Eternal,,159,W-,W-159,5
Crystallize,Spell,8,,,,,,,,"This spell must be prepped to two adjacent breaches so that this card touches both breaches. This fully occupies both breaches.
Cast: Any ally reveals their hand. Deal 2 damage for each gem in that ally's hand.","Born in dirt, buried in dirt - Henge Mystic Gospel",,,War Eternal,,160,W-,W-160,5
Crystallize,Spell,8,,,,,,,,"This spell must be prepped to two adjacent breaches so that this card touches both breaches. This fully occupies both breaches.
Cast: Any ally reveals their hand. Deal 2 damage for each gem in that ally's hand.","Born in dirt, buried in dirt - Henge Mystic Gospel",,,War Eternal,,161,W-,W-161,5
Crystallize,Spell,8,,,,,,,,"This spell must be prepped to two adjacent breaches so that this card touches both breaches. This fully occupies both breaches.
Cast: Any ally reveals their hand. Deal 2 damage for each gem in that ally's hand.","Born in dirt, buried in dirt - Henge Mystic Gospel",,,War Eternal,,162,W-,W-162,5
Crystallize,Spell,8,,,,,,,,"This spell must be prepped to two adjacent breaches so that this card touches both breaches. This fully occupies both breaches.
Cast: Any ally reveals their hand. Deal 2 damage for each gem in that ally's hand.","Born in dirt, buried in dirt - Henge Mystic Gospel",,,War Eternal,,163,W-,W-163,5
Crystallize,Spell,8,,,,,,,,"This spell must be prepped to two adjacent breaches so that this card touches both breaches. This fully occupies both breaches.
Cast: Any ally reveals their hand. Deal 2 damage for each gem in that ally's hand.","Born in dirt, buried in dirt - Henge Mystic Gospel",,,War Eternal,,164,W-,W-164,5
Equilibrium,Spell,7,,,,,,,,"While prepped, when you suffer damage, reduce that damage by 1, to a minimum of 1.
Cast: Deal 4 damage.","I have spun light into the dark places they fear most. But I have brought the darkness with me. - Yan Magda, Enlightened Exile",,,War Eternal,,165,W-,W-165,5
Equilibrium,Spell,7,,,,,,,,"While prepped, when you suffer damage, reduce that damage by 1, to a minimum of 1.
Cast: Deal 4 damage.","I have spun light into the dark places they fear most. But I have brought the darkness with me. - Yan Magda, Enlightened Exile",,,War Eternal,,166,W-,W-166,5
Equilibrium,Spell,7,,,,,,,,"While prepped, when you suffer damage, reduce that damage by 1, to a minimum of 1.
Cast: Deal 4 damage.","I have spun light into the dark places they fear most. But I have brought the darkness with me. - Yan Magda, Enlightened Exile",,,War Eternal,,167,W-,W-167,5
Equilibrium,Spell,7,,,,,,,,"While prepped, when you suffer damage, reduce that damage by 1, to a minimum of 1.
Cast: Deal 4 damage.","I have spun light into the dark places they fear most. But I have brought the darkness with me. - Yan Magda, Enlightened Exile",,,War Eternal,,168,W-,W-168,5
Equilibrium,Spell,7,,,,,,,,"While prepped, when you suffer damage, reduce that damage by 1, to a minimum of 1.
Cast: Deal 4 damage.","I have spun light into the dark places they fear most. But I have brought the darkness with me. - Yan Magda, Enlightened Exile",,,War Eternal,,169,W-,W-169,5
Fiery Torrent,Spell,5,,,,,,,,Cast: Deal 2 damage. Deal 2 additional damage for each other Fiery Torrent prepped by any player.,"Fire feeds fire. - Dezmodia, Voidborn Prodigy",,,War Eternal,,170,W-,W-170,5
Fiery Torrent,Spell,5,,,,,,,,Cast: Deal 2 damage. Deal 2 additional damage for each other Fiery Torrent prepped by any player.,"Fire feeds fire. - Dezmodia, Voidborn Prodigy",,,War Eternal,,171,W-,W-171,5
Fiery Torrent,Spell,5,,,,,,,,Cast: Deal 2 damage. Deal 2 additional damage for each other Fiery Torrent prepped by any player.,"Fire feeds fire. - Dezmodia, Voidborn Prodigy",,,War Eternal,,172,W-,W-172,5
Fiery Torrent,Spell,5,,,,,,,,Cast: Deal 2 damage. Deal 2 additional damage for each other Fiery Torrent prepped by any player.,"Fire feeds fire. - Dezmodia, Voidborn Prodigy",,,War Eternal,,173,W-,W-173,5
Fiery Torrent,Spell,5,,,,,,,,Cast: Deal 2 damage. Deal 2 additional damage for each other Fiery Torrent prepped by any player.,"Fire feeds fire. - Dezmodia, Voidborn Prodigy",,,War Eternal,,174,W-,W-174,5
Jagged Lightning,Spell,4,,,,,,,,"Cast: Deal 3 damage. You may discard a card in hand. If you do, any player focuses their closed breach with the lowest focus cost.","Let us hope it hurts. - Sparrow, Breach Mage Soldier",,,War Eternal,,175,W-,W-175,5
Jagged Lightning,Spell,4,,,,,,,,"Cast: Deal 3 damage. You may discard a card in hand. If you do, any player focuses their closed breach with the lowest focus cost.","Let us hope it hurts. - Sparrow, Breach Mage Soldier",,,War Eternal,,176,W-,W-176,5
Jagged Lightning,Spell,4,,,,,,,,"Cast: Deal 3 damage. You may discard a card in hand. If you do, any player focuses their closed breach with the lowest focus cost.","Let us hope it hurts. - Sparrow, Breach Mage Soldier",,,War Eternal,,177,W-,W-177,5
Jagged Lightning,Spell,4,,,,,,,,"Cast: Deal 3 damage. You may discard a card in hand. If you do, any player focuses their closed breach with the lowest focus cost.","Let us hope it hurts. - Sparrow, Breach Mage Soldier",,,War Eternal,,178,W-,W-178,5
Jagged Lightning,Spell,4,,,,,,,,"Cast: Deal 3 damage. You may discard a card in hand. If you do, any player focuses their closed breach with the lowest focus cost.","Let us hope it hurts. - Sparrow, Breach Mage Soldier",,,War Eternal,,179,W-,W-179,5
Kindle,Spell,4,,,,,,,,"While prepped, during your main phase, you may also prep one Spark to the breach this spell is prepped to.
(You cannot use this effect while there is a Spark prepped in this breach.)
Cast: Deal 3 damage.","Let them burn along with us. - Garu, Oathsworn Protector",,,War Eternal,,180,W-,W-180,5
Kindle,Spell,4,,,,,,,,"While prepped, during your main phase, you may also prep one Spark to the breach this spell is prepped to.
(You cannot use this effect while there is a Spark prepped in this breach.)
Cast: Deal 3 damage.","Let them burn along with us. - Garu, Oathsworn Protector",,,War Eternal,,181,W-,W-181,5
Kindle,Spell,4,,,,,,,,"While prepped, during your main phase, you may also prep one Spark to the breach this spell is prepped to.
(You cannot use this effect while there is a Spark prepped in this breach.)
Cast: Deal 3 damage.","Let them burn along with us. - Garu, Oathsworn Protector",,,War Eternal,,182,W-,W-182,5
Kindle,Spell,4,,,,,,,,"While prepped, during your main phase, you may also prep one Spark to the breach this spell is prepped to.
(You cannot use this effect while there is a Spark prepped in this breach.)
Cast: Deal 3 damage.","Let them burn along with us. - Garu, Oathsworn Protector",,,War Eternal,,183,W-,W-183,5
Kindle,Spell,4,,,,,,,,"While prepped, during your main phase, you may also prep one Spark to the breach this spell is prepped to.
(You cannot use this effect while there is a Spark prepped in this breach.)
Cast: Deal 3 damage.","Let them burn along with us. - Garu, Oathsworn Protector",,,War Eternal,,184,W-,W-184,5
Nova Forge,Spell,6,,,,,,,,"While prepped, once per turn during your main phase, you may gain 2꒔ that can only be used to gain a spell.
Cast: Deal 4 damage.","As I have said before, the breach is my anvil, Adelheim. - Gex, Breach Mage Advisor",,,War Eternal,,185,W-,W-185,5
Nova Forge,Spell,6,,,,,,,,"While prepped, once per turn during your main phase, you may gain 2꒔ that can only be used to gain a spell.
Cast: Deal 4 damage.","As I have said before, the breach is my anvil, Adelheim. - Gex, Breach Mage Advisor",,,War Eternal,,186,W-,W-186,5
Nova Forge,Spell,6,,,,,,,,"While prepped, once per turn during your main phase, you may gain 2꒔ that can only be used to gain a spell.
Cast: Deal 4 damage.","As I have said before, the breach is my anvil, Adelheim. - Gex, Breach Mage Advisor",,,War Eternal,,187,W-,W-187,5
Nova Forge,Spell,6,,,,,,,,"While prepped, once per turn during your main phase, you may gain 2꒔ that can only be used to gain a spell.
Cast: Deal 4 damage.","As I have said before, the breach is my anvil, Adelheim. - Gex, Breach Mage Advisor",,,War Eternal,,188,W-,W-188,5
Nova Forge,Spell,6,,,,,,,,"While prepped, once per turn during your main phase, you may gain 2꒔ that can only be used to gain a spell.
Cast: Deal 4 damage.","As I have said before, the breach is my anvil, Adelheim. - Gex, Breach Mage Advisor",,,War Eternal,,189,W-,W-189,5
Pyrotechnic Surge,Spell,4,,,,,,,,"This spell must be prepped to two adjacent breaches so that this card touches both breaches. This fully occupies both breaches.
Cast: Deal 4 damage. You may destroy a card in your discard pile.",,,,War Eternal,,190,W-,W-190,5
Pyrotechnic Surge,Spell,4,,,,,,,,"This spell must be prepped to two adjacent breaches so that this card touches both breaches. This fully occupies both breaches.
Cast: Deal 4 damage. You may destroy a card in your discard pile.",,,,War Eternal,,191,W-,W-191,5
Pyrotechnic Surge,Spell,4,,,,,,,,"This spell must be prepped to two adjacent breaches so that this card touches both breaches. This fully occupies both breaches.
Cast: Deal 4 damage. You may destroy a card in your discard pile.",,,,War Eternal,,192,W-,W-192,5
Pyrotechnic Surge,Spell,4,,,,,,,,"This spell must be prepped to two adjacent breaches so that this card touches both breaches. This fully occupies both breaches.
Cast: Deal 4 damage. You may destroy a card in your discard pile.",,,,War Eternal,,193,W-,W-193,5
Pyrotechnic Surge,Spell,4,,,,,,,,"This spell must be prepped to two adjacent breaches so that this card touches both breaches. This fully occupies both breaches.
Cast: Deal 4 damage. You may destroy a card in your discard pile.",,,,War Eternal,,194,W-,W-194,5
Reduce to Ash,Spell,7,,,,,,,,"While prepped, at the start of your casting phase, reveal the top card of your deck. You may destroy the revealed card.
Cast: Deal 4 damage",Whether the shadowkin beast known as Ulgimor resides in that lump of coal or it is some part of Ohat remains a topic of controversy.,,,War Eternal,,195,W-,W-195,5
Reduce to Ash,Spell,7,,,,,,,,"While prepped, at the start of your casting phase, reveal the top card of your deck. You may destroy the revealed card.
Cast: Deal 4 damage",Whether the shadowkin beast known as Ulgimor resides in that lump of coal or it is some part of Ohat remains a topic of controversy.,,,War Eternal,,196,W-,W-196,5
Reduce to Ash,Spell,7,,,,,,,,"While prepped, at the start of your casting phase, reveal the top card of your deck. You may destroy the revealed card.
Cast: Deal 4 damage",Whether the shadowkin beast known as Ulgimor resides in that lump of coal or it is some part of Ohat remains a topic of controversy.,,,War Eternal,,197,W-,W-197,5
Reduce to Ash,Spell,7,,,,,,,,"While prepped, at the start of your casting phase, reveal the top card of your deck. You may destroy the revealed card.
Cast: Deal 4 damage",Whether the shadowkin beast known as Ulgimor resides in that lump of coal or it is some part of Ohat remains a topic of controversy.,,,War Eternal,,198,W-,W-198,5
Reduce to Ash,Spell,7,,,,,,,,"While prepped, at the start of your casting phase, reveal the top card of your deck. You may destroy the revealed card.
Cast: Deal 4 damage",Whether the shadowkin beast known as Ulgimor resides in that lump of coal or it is some part of Ohat remains a topic of controversy.,,,War Eternal,,199,W-,W-199,5
Thoughtform Familiar,Spell,3,,,,,,,,Cast: Deal 2 damage. Deal 1 additional damage for each of your other prepped spells.,"We make nothing. We simply call it forth. - Yan Magda, Enlightened Exile",,,War Eternal,,200,W-,W-200,5
Thoughtform Familiar,Spell,3,,,,,,,,Cast: Deal 2 damage. Deal 1 additional damage for each of your other prepped spells.,"We make nothing. We simply call it forth. - Yan Magda, Enlightened Exile",,,War Eternal,,201,W-,W-201,5
Thoughtform Familiar,Spell,3,,,,,,,,Cast: Deal 2 damage. Deal 1 additional damage for each of your other prepped spells.,"We make nothing. We simply call it forth. - Yan Magda, Enlightened Exile",,,War Eternal,,202,W-,W-202,5
Thoughtform Familiar,Spell,3,,,,,,,,Cast: Deal 2 damage. Deal 1 additional damage for each of your other prepped spells.,"We make nothing. We simply call it forth. - Yan Magda, Enlightened Exile",,,War Eternal,,203,W-,W-203,5
Thoughtform Familiar,Spell,3,,,,,,,,Cast: Deal 2 damage. Deal 1 additional damage for each of your other prepped spells.,"We make nothing. We simply call it forth. - Yan Magda, Enlightened Exile",,,War Eternal,,204,W-,W-204,5
Afflict,Attack,,,,,,,,,Unleash. Any player suffers 3 damage and may place a card in their discard pile into their hand.,"Such wisdom comes at a considerable price. - Xaxos, Voidbringer",Basic,1,War Eternal,,205,W-,W-205,5
Catacomb Drone,Minion,5,,,,,,,,Persistent: Unleash. Gravehold suffers 1 damage.,Kadir remains convinced the drones were once merely creatures from The Depths.,Basic,1,War Eternal,,206,W-,W-206,5
Encroach,Attack,,,,,,,,,"Unleash. Reveal the top card of the turn order deck. If a player turn order card was revealed, that player suffers 2 damage. Otherwise, Gravehold suffers 3 damage.",,Basic,1,War Eternal,,207,W-,W-207,5
Heart of Nothing,Power,2,,,,,,,,"To Discard: Discard four cards in hand.
Power 2: Unleash twice.
OR
Any player suffers 4 damage.","Beyond our world is a vast nothing. At the center of this lies The Nameless. - Mist, Voidwalker",Basic,1,War Eternal,,208,W-,W-208,5
Howling Spinners,Minion,5,,,,,,,,Persistent: Any player suffers 2 damage.,"The sound they make as they weave echoes through the cave is like the otherworldly throes of our lost companions. - Gex, Breach Mage Advisor",Basic,1,War Eternal,,209,W-,W-209,5
Night Unending,Power,3,,,,,,,,Power 3: Gravehold suffers 2 damage for each spell prepped by the player with the most prepped spells.,"Here beneath The World That Was there is no day, no time really, just night unending. - Xaxos, Voidbringer",Basic,1,War Eternal,,210,W-,W-210,5
Nix,Attack,,,,,,,,,Unleash. Any player suffers 1 damage and discards their most expensive card in hand.,"It's as if the world itself is screaming. - Nerva, Survivor",Basic,1,War Eternal,,211,W-,W-211,5
Planar Collision,Power,2,,,,,,,,"To Discard: Discard two prepped spells.
Power 2: Unleash twice.",None remembered the true name of The World That Was until Yan Magda spoke it aloud: Khasad Vol.,Basic,1,War Eternal,,212,W-,W-212,5
Thrash,Attack,,,,,,,,,Unleash. The players collectively discard two cards in hand.,"The creature thrashed as it burned, its massive body collapsing into the South Wall like a hot blade through cloth. - Garu, Oathsworn Keeper",Basic,1,War Eternal,,213,W-,W-213,5
Aphotic Sun,Power,2,,,,,,,,"To Discard: Spend 7꒔.
Power 2: Unleash. The player with the most charges suffers 3 damage and loses all of their charges.","The harsh light of the dead star burned away the dark as it crept through the breach. Amd around it I saw ravaged worlds The Nameless had already claimed. - Indira, Breach Apprentice",Basic,2,War Eternal,,214,W-,W-214,5
Chaos Flail,Power,2,,,,,,,,"To Discard: Spend 7꒔.
Power 2: Unleash twice. Any player places their discard pile on top of their deck and shuffles it. Then, that player reveals the top two cards of their deck and destroys the most expensive card revealed.",,Basic,2,War Eternal,,215,W-,W-215,5
Mage Ender,Minion,9,,,,,,,,Persistent: The player with the most opened breaches suffers 2 damage.,"It sneered as it lunged at us, an awful maw of jagged teeth eager to end one of us, if not all. - Ohat, Dirt Merchant",Basic,2,War Eternal,,216,W-,W-216,5
Mangleroot,Minion,12,,,,,,,,Persistent: Gravehold suffers 3 damage. This minion suffers 2 damage.,"One of the few indigenous creatures of the cave, though corrupted from exposure to the breach. - Gex, Breach Mage Advisor",Basic,2,War Eternal,,217,W-,W-217,5
Morbid Gyre,Power,1,,,,,,,,"To Discard: Spend 7꒔.
Power 1: Unleash twice. The players collectively discard three cards in hand.","It churned and roiled, a maelstrom of malign power. The void was upon me and yet I felt only the throes of freedom from my prison of sleep. - Yan Magda, Enlightened Exile",Basic,2,War Eternal,,218,W-,W-218,5
Mutilate,Attack,,,,,,,,,Unleash. The players collectively discard two prepped spells. Any player suffers 2 damage.,"They say that before The Nameless found Gravehold, nothing grew in these caves. It appears the cave burgeons through our blood. - Gex, Breach Mage Advisor",Basic,2,War Eternal,,219,W-,W-219,5
Null Scion,Minion,11,,,,,,,,Persistent: Unleash.,"Quilius's first blow glanced off its carapace like breach, but her second blow carved it in twain. - Dezmodia, Voidborn Prodigy",Basic,2,War Eternal,,220,W-,W-220,5
Smite,Attack,,,,,,,,,Unleash twice. Gravehold suffers 2 damage.,"One side of this struggle must fall for the other to truly live. - Xaxos, Voidbringer",Basic,2,War Eternal,,221,W-,W-221,5
Apocalypse Ritual,Power,2,,,,,,,,"To Discard: Spend 8꒔.
Power 2: Gravehold suffers 5 damage for each nemesis turn order card in the turn order discard pile.",,Basic,3,War Eternal,,222,W-,W-222,5
Banish,Attack,,,,,,,,,Unleash twice. The player with the most prepped spells suffers 1 damage for each for their prepped spells.,"Get down! It's ejecting back at us! - Ohat, Dirt Merchant",Basic,3,War Eternal,,223,W-,W-223,5
Cataclysmic Fate,Power,1,,,,,,,,"To Discard: Destroy a prepped spell that costs 5꒔ or more and a breach in which it was prepped.
Power 1: The player with the lowest life suffers 4 damage.",,Basic,3,War Eternal,,224,W-,W-224,5
Monstrosity of Omens,Minion,5,,,,,,,,"When damage is dealt to this minion, reduce that damage to 1.
Persistent: Gravehold suffers damage equal to this minion's current life.","Never have I seen such a creature, even among the ranks of The Nameless. - Yan Magda, Enlightened Exile",Basic,3,War Eternal,,225,W-,W-225,5
Engulf,Attack,,,,,,,,,Resolve the most recently discarded attack card in the nemesis discard pile.,"The Nameless rarely attack in the same fashion twice. It would seem today is an exception. - Dezmodia, Voidborn Prodigy",Basic,3,War Eternal,,226,W-,W-226,5
Quell,Attack,,,,,,,,,"Gravehold suffers 7 damage.
OR
Unleash three times.","The Nameless hunger for the same thing we do: an end to this war. - Garu, Oathsworn Protector",Basic,3,War Eternal,,227,W-,W-227,5
Throttle,Attack,,,,,,,,,Unleash twice. Any player destroys their three most expensive cards in hand.,"Were I made of muscle and blood like the others, the impact would have surely ended me. - Remnant, Aetherial Entity",Basic,3,War Eternal,,228,W-,W-228,5
Withering Beam,Power,2,,,,,,,,Power 2: Unleash twice. The players collectively destroy the two most expensive prepped spells.,"I watched a fellow merchant atrophy and fall to the ground in ash as the beam hit his cart. - Ohat, Dirt Merchant",Basic,3,War Eternal,,229,W-,W-229,5
Deep Abomination,Minion,6,,,,,,,,Persistent: Each Player suffers 1 damage for each turn order card that player has in the turn order discard pile.,It is said that each abomination is but the same creature from across all worlds twisted into a single form.,Gate Witch,1,War Eternal,,230,W-,W-230,5
Hasten,Attack,,,,,,,,,Any player suffers damage equal to the number of nemesis tokens Gate Witch has. Unleash. Place this card on the bottom of the nemesis deck.,"Time is The Witch's domain, the one thing we have so little left. - Gex, Breach Mage Adviser",Gate Witch,1,War Eternal,,231,W-,W-231,5
Temporal Nimbus,Power,3,,,,,,,,"To Discard: Spend 6꒔.
Power 3: Unleash. Gate Witch draws an additional card during the nemesis draw phase this turn.",,Gate Witch,1,War Eternal,,232,W-,W-232,5
Nether Spiral,Power,3,,,,,,,,"To Discard: Spend 7꒔.
Power 3: Choose any player's turn order card in the turn order discard pile. Shuffle the rest of the turn order cards into the turn order deck.","Within the void, there are infinite spirals of worlds. Some are unborn, others are thriving. But there is a dead light in some that have been claimed by The Nameless. - Yan Magda, Enlightened Exile",Gate Witch,2,War Eternal,,233,W-,W-233,5
Paradox Beast,Minion,8,,,,,,,,Persistent: Gravehold suffers damage equal to the number of nemesis tokens Gate Witch has.,"It moves between time and space, too quick for the eye and harder yet to strike. - Remnant, Aethereal Entity",Gate Witch,2,War Eternal,,234,W-,W-234,5
Portal Wretch,Minion,8,,,,,,,,"When this minion is discarded from play, shuffle a nemesis turn order card into the turn order deck.
Persistent: The player with the most charges suffers 2 damage.",,Gate Witch,2,War Eternal,,235,W-,W-235,5
Distort,Attack,,,,,,,,,"Unleash. Reveal the top card of the turn order deck. If a player turn order card is revealed, discard it. Otherwise, Gravehold suffers 5 damage. Place this card on the bottom of the nemesis deck.","Being pushed out of time is a painful ordeal even for me. - Remnant, Aethereal Entity",Gate Witch,3,War Eternal,,236,W-,W-236,5
Infinite Enmity,Power,2,,,,,,,,"To Discard: Spend 8꒔.
Power 2: Unleash until Gate Witch has six nemesis tokens. Place this card on the bottom of the nemesis deck.","Countless times we have won. And countless more we have lost. - Mazahaedron, Henge Mystic",Gate Witch,3,War Eternal,,237,W-,W-237,5
Rift Scourge,Minion,13,,,,,,,,"When this minion is discarded from play or the nemesis deck, place it on the bottom of the nemesis deck.
Persistent: Any player suffers 4 damage.","It lives outside of time and therefore cannot be slain. - Garu, Oathsworn Protector",Gate Witch,3,War Eternal,,238,W-,W-238,5
Beseech,Attack,,,,,,,,,Place the acolyte in play with the lowest life on the bottom of the acolyte deck. Draw an acolyte. Unleash.,"The Hollow Crown gestured to the acolyte, who removed its mask and walked into the blinding light within the breach.",Hollow Crown,1,War Eternal,,239,W-,W-239,5
Enslave,Attack,,,,,,,,,Resolve the Blood Magic effect of each acolyte in play without those acolytes suffering damage from their Blood Magic effects.,It has but one weapon: blind obedience.,Hollow Crown,1,War Eternal,,240,W-,W-240,5
Thronewatch,Minion,6,,,,,,,,Persistent: Resolve the Blood Magic effect of the acolyte with the lowest life. That acolyte suffers 1 additional damage.,,Hollow Crown,1,War Eternal,,241,W-,W-241,5
Ascend,Attack,,,,,,,,,Unleash. The acolyte with the lowest life gains 10 life. Resolve that acolyte's Blood Magic effect.,"Perhaps it is not our doom, Brama. Perhaps it is our very maker. - Xaxos, Voidbringer",Hollow Crown,2,War Eternal,,242,W-,W-242,5
Infernal Domain,Power,2,,,,,,,,"To Discard: Spend 8꒔.
Power 2: Draw an acolyte. Resolve the Blood Magic effect of each acolute in play without those acolytes suffering damage from their Blood Magic effects.",,Hollow Crown,2,War Eternal,,243,W-,W-243,5
Reign,Attack,,,,,,,,,Resolve the Blood Magic effect of the acolyte with the most life. That acolyte suffers 6 additional damage. Unleash twice.,"As it passed through the city, men and women dropped to their knees faithfully, their eyes heavy with tears of awe.",Hollow Crown,2,War Eternal,,244,W-,W-244,5
Dominate,Attack,,,,,,,,,Resolve the Blood Magic effect of each acolyte in play without those acolytes suffering damage from their Blood Magic effects. Repeat this one additional time.,"Behind their masks is nothing, youngling. They have made their choice. - Gex, Breach Mage Adviser",Hollow Crown,3,War Eternal,,245,W-,W-245,5
Nameless Faith,Power,1,,,,,,,,"To Discard: Spend 8꒔.
Power 1: Shuffle the two most recently discarded acolytes in the acolyte discard into the acolyte deck. Resolve the Blood Magic effect of each acolyte in play without those acolytes suffering damage from their Blood Magic effects.",,Hollow Crown,3,War Eternal,,246,W-,W-246,5
Viscera Bride,Minion,18,,,,,,,,Persistent: The acolyte with the lowest life gains 10 life. Resolve that acolyte's Blood Magic effect twice.,"All kings must have a queen. - Dezmodia, Voidborn Prodigy",Hollow Crown,3,War Eternal,,247,W-,W-247,5
Bezu,Minion-Acolyte,11,,,,,,,,Gravehold and this minion suffer 1 damage for each spell prepped by the player with the most prepped spells.,We find wisdom in their great cruelty,Hollow Crown,0,War Eternal,,248,W-,W-248,5
Edryss Tragg,Minion-Acolyte,11,,,,,,,,"Any player suffers 2 damage. Then, if that player has 5 life or less, this minion suffers 2 damage.",We become that which is most feared.,Hollow Crown,0,War Eternal,,249,W-,W-249,5
Holadran,Minion-Acolyte,11,,,,,,,,Two different players each suffer 1 damage.,We renounce our existence behind each mask.,Hollow Crown,0,War Eternal,,250,W-,W-250,5
